hour,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH,DE_Total
167,1232.61,1921.28,9945.36,10718.47,202.23,3579.18,1676.54,740.8,5354.81,11419.2,3939.98,1331.29,840.44,2434.56,1145.79,1215.81,57698.35
168,999.18,1551.44,8348,8964.21,166.93,2962.57,1387.54,594.34,4411.6,9417.87,3257.49,1082.5,697.97,1991.69,935.47,996.02,47764.82
169,928.55,1408.51,8155.37,8676.34,158.14,2799.29,1295.6,543.07,4188.66,8927.82,3099.69,1004.22,672.12,1880.94,882.19,943.08,45563.59
170,891.63,1342.05,7920.01,8404.3,152.39,2693.67,1241.44,519.34,4040.79,8606.32,2990.8,963.14,650.69,1813.41,850.42,909.81,43990.21
171,876.31,1326.5,7757.82,8245.03,149.82,2652.65,1226.83,511.18,3967.63,8457.2,2938.04,948.07,637.88,1779.31,834.2,892.43,43200.9
172,879.06,1366.16,7607.96,8150.53,149.93,2673.33,1256.02,517.39,3949.1,8447.12,2928.7,957.14,629.34,1767.71,828.16,885.1,42992.75
173,904.04,1435.9,7535.51,8140.95,152.31,2726.26,1296.27,539.01,3999.31,8572.6,2963.53,987.35,630.06,1794.88,841.36,896.79,43416.13
174,1022.84,1701.57,7352.51,8158.59,162.46,2915.23,1420.04,636.56,4254.35,9139.72,3125.51,1116.82,643.82,1946.21,917.07,965.63,45478.93
175,1191.46,2098.79,7486.58,8605.26,182.29,3312.02,1673.06,767.36,4724.77,10221.59,3460.87,1312.49,685.93,2180.53,1029.51,1074.34,50006.85
176,1324.04,2534.55,7618.08,9166.2,203.85,3822.93,2040.89,872.96,5148.38,11326.3,3809.09,1498.25,718.94,2342.67,1100.54,1146.1,54673.77
177,1380.94,2735.94,7876.39,9628.92,216.07,4114.31,2243.69,914.48,5387.33,11950.19,4015.24,1585.1,744.64,2421.63,1133.07,1182.13,57530.07
178,1400.17,2760.56,8239.99,9995.5,221.36,4213.25,2289.33,921.5,5522.1,12243.83,4122.4,1608.04,769.93,2473,1155.93,1208.8,59145.69
179,1421.95,2815.43,8306.89,10107.89,224.66,4282.28,2333.11,937.45,5596.95,12420.39,4179.65,1635.08,778.17,2505.56,1170.95,1224.13,59940.54
180,1398.69,2736.24,8006.5,9729.54,217.58,4119.96,2229.48,924.62,5450.64,12053.66,4051.46,1597.05,756.36,2461.08,1153.27,1202.41,58088.54
181,1344.27,2536.47,8038.33,9553.51,208.75,3898.83,2061.45,878.95,5290.71,11611.68,3915.48,1516.92,748.05,2403.65,1128.86,1178.32,56314.23
182,1298.06,2416.51,8125.98,9538.44,204.22,3803.51,1993.2,840.16,5189.27,11368.94,3845.83,1462.6,743.88,2348.92,1102.13,1154.03,55435.68
183,1269.64,2429.17,7824.24,9304.03,201.35,3791.97,2021.65,826.17,5069.17,11172.08,3774.12,1445.22,719.56,2277.58,1066.02,1116.85,54308.82
184,1261.68,2457.3,7552.86,9089.06,199.54,3780.9,2038.7,826.83,4997.12,11051.6,3725.59,1443.43,701.57,2241.79,1048.58,1097.18,53513.73
185,1322.91,2581.92,7489.51,9110.54,204.56,3866.71,2089.9,876.13,5131.73,11338.68,3808.48,1507.59,710.64,2323.98,1089.99,1135.14,54588.41
186,1369.97,2569.77,7504.12,9029.5,204.18,3780.09,1992.72,909.78,5210.17,11388.98,3818.67,1530.39,722.63,2411.54,1138.73,1179.23,54760.47
187,1361.62,2406.71,7651.36,8947,198.37,3574.79,1807.54,896.21,5171.5,11151.06,3747.33,1486.71,731.34,2436.58,1157.07,1196.02,53921.21
188,1272.18,2189.16,7566.83,8686.47,187.38,3350.29,1662.38,826.91,4915.9,10556,3561.88,1380.94,708.28,2312.73,1098.15,1138.7,51414.18
189,1208.57,2024.25,7860.05,8837.5,183.13,3261.98,1590.68,769.94,4820.58,10326.46,3506.8,1309.1,712.54,2247.74,1064.84,1111.17,50835.33
190,1134.59,1865.97,7883.17,8746.93,176.11,3133.09,1511.65,711.28,4641.32,9932.42,3389.12,1228.76,698.62,2146.68,1014.84,1064.37,49278.92
191,1014.31,1651.14,7522.01,8266.24,162.08,2891.39,1389.14,625.44,4264.02,9132.86,3130.81,1102.19,652.31,1950.61,919.31,969.7,45643.56
192,1087.03,1660.27,9320.73,9948.9,183.06,3238.94,1503.05,640.8,4849.92,10336.68,3582.63,1174.65,773.56,2186.25,1026.53,1094.95,52607.95
193,1023.95,1526.67,9212.27,9746.1,175.67,3099.52,1421.07,593.54,4664.86,9925.87,3452.92,1104.31,754.22,2092.25,981.08,1050.54,50824.84
194,990.19,1464.15,9012.46,9509.95,170.51,3003.94,1371.13,571.49,4532.99,9637.89,3355.83,1066.58,735.51,2031.83,952.65,1020.89,49427.99
195,996.93,1475.88,9094.82,9598.21,171.99,3032.33,1385.53,574.95,4569.9,9719.55,3384.75,1074.62,741.71,2046.59,959.29,1028.34,49855.39
196,1024.83,1546.69,9223.88,9785.93,176.72,3132.21,1447.81,594.5,4676.93,9972.73,3468.63,1110.07,754.83,2090.75,979.3,1049.35,51035.16
197,1114.06,1695.94,9863.71,10497.32,190.91,3387.43,1572.59,650.06,5047.98,10770.69,3741.43,1207.73,810.9,2260.25,1059.15,1133.44,55003.59
198,1350.68,2107.5,10986.51,11836.49,222.71,3947.26,1851.35,809.96,5891.23,12570.81,4339.65,1460.86,926.04,2672.6,1257.01,1335.02,63565.68
199,1567.35,2564.29,11652.79,12821.83,251.38,4495.27,2167.6,966.16,6601.42,14155.28,4852.97,1706.94,1009.54,3013.44,1419.29,1497.88,70743.43
200,1684.72,2981.26,11615.92,13212.37,270.15,4958.39,2515.45,1063.75,6949.3,15101.13,5144.93,1876.79,1029.46,3141.94,1474.59,1552.55,74572.7
201,1697.72,3128.23,11386.75,13181.74,274.29,5111.3,2660.39,1082.02,6968.75,15264.86,5188.18,1917.49,1017.31,3123.47,1461.52,1539.04,75003.06
202,1727.05,3165.43,11862.91,13662.22,281.44,5242.2,2719.38,1094.4,7154.06,15664.6,5332.97,1951.06,1051.33,3197.28,1494.88,1577.13,77178.34
203,1764.78,3240,12106.65,13953.48,287.67,5361.41,2784.14,1118.76,7308.56,16008.05,5449.3,1994.82,1073.31,3265.17,1526.44,1610.43,78852.97
204,1765.05,3189.99,12067.14,13839.24,284.91,5273.21,2711.48,1118.43,7279.79,15887.85,5408.27,1981.52,1071.73,3272.9,1533.17,1615.21,78299.89
205,1714.68,2995.22,12143.74,13708.56,276.83,5064.78,2548.77,1074.86,7140.01,15488.01,5287.28,1905.63,1066.9,3224.37,1512.95,1595.71,76748.3
206,1670.69,2878,12256.59,13718.96,272.72,4976.66,2483.48,1037.29,7049.91,15268.83,5226.02,1853.63,1064.65,3174.63,1488.55,1573.96,75994.57
207,1633.62,2879.96,11858.9,13387.4,268.25,4937.75,2500.53,1018.67,6886.45,14981.34,5122.18,1827.17,1032.9,3084.12,1443.47,1526.99,74389.7
208,1610.36,2889.14,11417.79,13000.65,263.63,4878.56,2497.44,1011.27,6737.97,14700.66,5016.96,1809.36,1001.76,3014.43,1410.15,1490.08,72750.21
209,1633.65,2966.78,10933.17,12595.87,261.67,4844.83,2498.69,1040.5,6683.05,14590.34,4959.23,1833.64,978.08,3012.46,1412.2,1485.26,71729.42
210,1663.26,2933.1,10753.45,12318.26,258.07,4703.14,2378.51,1064.94,6674.15,14457.69,4904.58,1838.17,975.01,3061.32,1442.82,1509.65,70936.12
211,1656.91,2772.54,10922.44,12257.79,252.62,4504.08,2195.94,1052.43,6645.35,14240.64,4840.55,1796.58,985.43,3090.78,1463.23,1528.69,70206
212,1579.33,2569.61,10969.65,12130.62,243.82,4316.9,2066.39,989.4,6449.12,13769.71,4699.06,1703.22,972.63,2993.27,1416.6,1484.74,68354.07
213,1456.74,2331.64,10609.07,11619.94,228.73,4042.87,1917.07,901.25,6059.21,12922.65,4425.53,1569.53,926.07,2797.46,1322.14,1390.73,64520.63
214,1324.64,2101.44,9988.46,10877.84,211.03,3731.18,1761.62,811.83,5589.94,11920.81,4092.74,1428.2,862.15,2567.74,1211.89,1278.47,59759.98
215,1182.52,1859.48,9385.63,10152.41,192.98,3420.73,1610.38,714.42,5103.64,10892.81,3753.59,1278.69,797.07,2323.25,1093.72,1159.18,54920.5
216,1098.7,1735.65,8975.62,9698.6,182.59,3253.69,1539.52,658.64,4810.28,10290.18,3552.75,1194.43,755.3,2172.26,1020.18,1084.77,52023.16
217,1036.9,1633.68,8720.69,9395.07,174.97,3125.53,1479.01,616.22,4601.86,9853.8,3409.01,1130.38,727.34,2065.73,968.49,1032.76,49971.44
218,993.38,1532.02,8697.1,9291.98,170.02,3027.11,1416.22,582.27,4483.58,9582.84,3325.57,1080.27,717.09,2005.76,939.58,1004.99,48849.78
219,998.19,1530.5,8838.09,9422.08,171.56,3052.27,1423.75,582.79,4527.23,9671.93,3359.32,1084.91,726.42,2023.14,947.42,1014.3,49373.9
220,1026.03,1570.86,9146.58,9743.12,176.95,3149.11,1468.3,597.66,4668.37,9974.58,3466.15,1115.62,750.3,2083.63,975.41,1044.94,50957.61
221,1111.5,1696,9970.42,10607.75,192.14,3417.76,1590.83,645.99,5070.94,10831.77,3765.83,1208.17,816.49,2261.99,1058.75,1134.78,55381.11
222,1322.21,2011.46,11768.36,12517.99,227.23,4033.41,1872.45,770.19,6006.41,12817.75,4454.15,1434.07,966,2686.48,1258.52,1347.48,65494.16
223,1505.98,2423.28,12320.77,13377.33,252.51,4533.13,2171.74,903.59,6614.82,14201.1,4901.99,1648.81,1035.74,2970.13,1392.36,1482.29,71735.57
224,1645.4,2842.38,11898.28,13351.12,266.98,4871.02,2434.41,1025.4,6902.05,14948.64,5111.22,1824.66,1038.41,3114.81,1461.42,1543.35,74279.55
225,1703.52,3036.43,11493.96,13142.14,271.29,4985.78,2540.74,1081.5,6970.76,15159.95,5156.94,1899.04,1026.06,3157.8,1482.73,1558.71,74667.35
226,1743.88,3133.15,11590.78,13315.79,276.85,5099.28,2611.76,1111.47,7100.58,15461.17,5253.51,1947.4,1039.88,3217.45,1510.76,1586.76,76000.47
227,1779.46,3201.65,11714.74,13482.43,281.43,5182.7,2656.8,1136.69,7218.47,15717.57,5337.13,1986.41,1054.53,3275.58,1538.63,1614.76,77178.98
228,1773.25,3175.52,11473.62,13213.97,277.47,5091.88,2601.89,1136.51,7136.37,15512.99,5261.83,1972.24,1039.42,3255.1,1531.41,1604.07,76057.54
229,1748.75,3054.17,11637.09,13236.23,273.75,4980.12,2503.16,1111.9,7090.45,15343.1,5215.76,1930.64,1044.71,3244.04,1527.98,1602.01,75543.86
230,1674.91,2786.34,11902.82,13223.58,264.46,4739.97,2307.89,1045.26,6931.54,14883.9,5085.75,1826.51,1046.31,3178.72,1498.92,1576.54,73973.42
231,1596.5,2552.24,11876.9,12978.68,253.39,4487.54,2128.73,982.37,6703.3,14307.4,4907.07,1723.57,1029.48,3081.38,1454.51,1533.06,71596.12
232,1543.2,2444.29,11457.13,12488.45,243.62,4296.47,2024.13,949.44,6464.92,13771.77,4723.29,1659.83,994.06,2981.49,1408.79,1483.78,68934.66
233,1592.53,2589.81,10823.59,11993.62,243.08,4292.41,2051.65,1002.63,6441.71,13738.69,4681.55,1713.14,966.95,3004.36,1423.81,1489.19,68048.72
234,1660.85,2741.2,10633.95,11917.81,247.89,4378.11,2110.2,1060.51,6566.31,14011.26,4753.92,1785.83,970.01,3086.61,1465.82,1526.08,68916.36
235,1729.02,2826.46,11369.91,12664.3,260.23,4589.2,2198.52,1096.99,6901.92,14714.43,5002.28,1857.26,1027.54,3236.35,1535.99,1602.13,72612.53
236,1624.33,2624.25,11388.32,12554.14,251.12,4437.16,2113.96,1014.85,6652.82,14190.04,4846.22,1748.83,1006.71,3088.41,1461.79,1532.83,70535.78
237,1464.67,2336.3,10871.32,11874.62,231.94,4102.72,1942.81,901.62,6141.44,13100.95,4492.69,1579.52,943.12,2826.45,1334.66,1406.21,65551.04
238,1346.55,2141.16,10043.02,10955.02,213.48,3773.29,1783.25,827.74,5655.95,12060.74,4137.5,1451.2,869.96,2602.7,1228.97,1295.26,60385.79
239,1220.28,1924.95,9329.16,10131.49,195.36,3451.65,1624.48,744.91,5178.02,11037.54,3793.45,1315.08,801.8,2375.13,1120.58,1183.38,55427.26
240,1008.57,1590.77,7881.41,8543.25,163.41,2894.63,1364.2,612.03,4323.12,9225.19,3175.41,1089.75,672.6,1973.24,929.64,983.9,46431.12
241,922.74,1423.85,7694.24,8250.13,153.57,2718.25,1267.43,548.97,4066.9,8671.04,2999.03,997.16,643.81,1840.19,864.9,920.36,43982.57
242,879.6,1328.18,7657.82,8142.66,148.75,2625.54,1210.47,515.7,3948.24,8404.39,2916.48,948.58,632.83,1778.88,835.2,891.76,42865.08
243,868.54,1294.61,7713.25,8166.1,147.84,2603.68,1192.05,505.56,3930.93,8357.85,2904.92,934.9,633.89,1768.76,830.2,887.69,42740.77
244,873.58,1295.05,7850.09,8294.48,149.42,2630.37,1201.16,506.4,3974.57,8448.15,2938.94,940.07,643.02,1785.92,837.94,896.84,43266
245,870.93,1299.45,7787.35,8243.04,148.91,2625.84,1203.76,505.87,3955.76,8415.2,2926.15,938.69,638.68,1776.56,833.37,891.79,43061.35
246,872.7,1325.25,7646.82,8138.79,148.49,2628.82,1217.34,510.83,3932.69,8382.91,2910,943.88,630.62,1766.46,828.55,885.55,42769.7
247,925.33,1411.21,7934.43,8465.93,155.74,2753.86,1276.65,545.43,4127.72,8794.98,3048.36,999.39,658.47,1861.48,874.13,932.33,44765.44
248,1062.2,1634.55,8350.63,8986.69,170.79,2997.28,1388.41,642.45,4550.29,9667.09,3330.16,1138.11,711.78,2088.96,985.99,1042.74,48748.12
249,1214.67,1925.55,8464.43,9281.62,185.5,3247.77,1524.7,759.02,4947.67,10508.75,3588.37,1297.47,750.33,2313.51,1097.45,1148.86,52255.67
250,1294.15,2119.13,8117.45,9093.68,190.46,3343.64,1600.14,829.45,5066.93,10783.42,3653.9,1384.38,746.27,2398.32,1141.24,1185.39,52947.95
251,1286.59,2180,7076.68,8161.72,181.36,3193.35,1562.21,847.43,4811.46,10262.39,3445.02,1378.17,683.35,2311.19,1103.86,1136.02,49620.8
252,1276.79,2192.15,6769.45,7890.45,178.41,3151.38,1556.53,847.13,4721.05,10086.88,3377.38,1370.72,663.09,2273.02,1086.15,1115.34,48555.92
253,1193.49,2043.64,6800.54,7837.6,171.92,3053.81,1507.99,781.75,4531.72,9703.46,3264.89,1287.89,647.33,2153.88,1025.64,1059.3,47064.85
254,1123.51,1877.91,7206.38,8109.87,168.92,3001.52,1460.68,717.77,4454.2,9531.5,3233.87,1214.29,656.64,2084.3,988.45,1030.02,46859.83
255,1115.14,1806.23,7827.79,8634.94,172.72,3055.7,1458.64,696.64,4571.45,9756.39,3332.14,1201.94,691.64,2119.93,1003.07,1052.11,48496.47
256,1156.05,1827.39,8636.46,9403.27,182.94,3226.1,1518.28,710,4855.3,10341.98,3548.61,1243.39,747.85,2237.36,1056.98,1113.78,51805.74
257,1322.22,2123.54,9642.83,10570.98,208.09,3684.1,1751.44,817.92,5505.87,11751.42,4024.65,1426.67,841.26,2538.56,1199.27,1261.92,58670.74
258,1429.58,2352.35,9712.36,10803.76,219.43,3895.22,1878.16,900.86,5792.09,12384.04,4219.1,1544.8,867.44,2691.48,1274.06,1333.44,61298.17
259,1432.54,2395.32,9124.2,10277.87,214.69,3812.7,1855.48,916.57,5663.23,12116.1,4108.78,1547.45,833.48,2653.58,1258.91,1311.01,59521.91
260,1344.49,2243.1,8704.04,9778.58,202.87,3605.22,1752.65,857.1,5349.09,11446.54,3886.15,1453.41,790.49,2499.79,1185.07,1235.82,56334.41
261,1252.14,2049.93,8587.16,9527.14,192.63,3415.23,1641.29,787.06,5089.74,10875.15,3707.71,1351.76,764.57,2364.16,1119.05,1171.89,53896.61
262,1195.38,1917,8706.23,9541.23,187.87,3323.39,1578.13,739.63,4973.71,10611.59,3634.03,1288.91,759.93,2294.89,1084.41,1140.8,52977.13
263,1072.8,1686.8,8375.3,9071.43,173.48,3068.67,1442.89,651.06,4594.4,9797.48,3372.36,1157.63,715.04,2099.46,989.46,1046.91,49315.17
264,1175.84,1770.38,10302.93,10943.08,199.37,3518.18,1619.78,687.84,5292.87,11265,3911.09,1267.85,849.86,2382.92,1118.55,1194.95,57500.49
265,1094.07,1613.59,9987.87,10531.22,188.54,3320.03,1513.24,630.64,5014.58,10658.97,3712.33,1177.93,814.5,2247.55,1053.77,1129.48,54688.31
266,1068.54,1561.3,9879.34,10387.49,184.89,3250.33,1474.12,612.96,4923.81,10456.9,3645.67,1148.77,802.87,2205.33,1033.84,1109.11,53745.27
267,1087.35,1587.96,10095.8,10611.44,188.6,3316.76,1504.42,622.84,5021.03,10665.34,3719.42,1169.51,819.52,2246.82,1053.02,1130.19,54840.02
268,1135.49,1683.79,10448.95,11025.94,197.05,3480.31,1593.3,653.03,5229.07,11130.05,3878.16,1226.19,850.01,2335.8,1093.99,1173.97,57135.1
269,1231.12,1840.99,11159.74,11809.14,212.42,3755.69,1726.53,712.03,5632.06,11995.05,4174.71,1330.57,911.61,2519.51,1180.51,1265.29,61456.97
270,1486,2275.28,12482.72,13351.1,247.55,4372.63,2029.18,881.62,6566.01,13985.08,4840.1,1602.84,1042.34,2972.22,1397.23,1487.35,71019.25
271,1709.07,2740.09,13217.94,14406.45,277.37,4940.47,2353.73,1041.26,7307.71,15635.46,5376.7,1855.66,1131.19,3327.05,1566.11,1657.35,78543.61
272,1806.61,3132.5,12960.7,14573.91,292.49,5341.04,2675.44,1128.36,7556.29,16373.43,5595.08,2004.65,1134.02,3411.56,1600.78,1689.63,81276.49
273,1803.19,3259.16,12550.19,14359.78,293.62,5442.41,2798.85,1137.94,7494.01,16365.87,5577.71,2028.16,1107.78,3356.75,1570.75,1657.63,80803.8
274,1810.46,3269,12782.3,14593.22,296.73,5503.96,2828.86,1138.66,7569.34,16535.2,5640.89,2038.58,1122.81,3381.82,1581.24,1670.94,81764.01
275,1842.24,3336.22,12959.65,14817.39,301.85,5604.37,2885.74,1159.89,7693.98,16816.01,5735.04,2076.07,1139.67,3436.39,1606.6,1697.48,83108.59
276,1841.81,3285.37,12911.84,14694.78,298.97,5513.89,2812.14,1159.17,7661.6,16688.05,5691.36,2062.04,1137.47,3442.58,1612.59,1701.48,82515.14
277,1807.93,3110.99,13171.28,14749.11,293.91,5357.38,2671.11,1124.3,7604.16,16460.77,5631.43,2003.45,1146.81,3430.6,1609.48,1700.52,81873.23
278,1755.46,2983.24,13190.94,14665.05,288.25,5242.63,2594.71,1082.22,7471.86,16153.31,5538.87,1942.59,1137.36,3362.11,1576.32,1669.26,80654.18
279,1731.06,3000.9,12934.5,14476.47,286.13,5243.84,2628.5,1070.32,7371.97,15998.97,5482.22,1929.41,1116.54,3299.74,1544.38,1636.63,79751.58
280,1754.51,3067.84,13011.19,14613.75,290.09,5331.62,2686.85,1087.6,7456.66,16207.19,5549.94,1960.57,1125.59,3333.55,1559.48,1652.32,80688.75
281,1837.84,3219.89,13191.23,14881.7,299.15,5486.71,2767.04,1148.64,7701.23,16724.64,5714.42,2047.9,1153.59,3464.57,1623.78,1715.14,82977.47
282,1862.91,3180.74,12959.33,14551.49,294.71,5330.47,2640.8,1170.7,7669.37,16543.57,5642.59,2047.65,1146.5,3503.25,1649.65,1734.35,81928.08
283,1832.7,2990.69,12862.4,14222.05,284.86,5056.06,2426.74,1145.59,7521.02,16075.97,5489.89,1981.03,1136.27,3479.69,1645.26,1726.41,79876.63
284,1715.83,2739.04,12474.77,13654.61,268.83,4745.28,2245.53,1061.76,7128.68,15194.12,5203,1846.43,1089.66,3295.15,1557.9,1638.21,75858.8
285,1589.32,2496.22,12072.42,13101.63,253.04,4459.26,2091.17,971.51,6719.81,14307.24,4915.34,1708.63,1039.89,3090.84,1459.45,1539.87,71815.64
286,1458.29,2267.24,11465,12372.69,235.55,4151.12,1937.2,882.62,6256.04,13317.01,4586.75,1568.45,976.93,2863.53,1350.34,1428.88,67117.64
287,1300.3,2005.58,10687.67,11470.6,214.6,3790.97,1765.17,776.79,5690.98,12123.84,4189.15,1402.3,898.27,2584.03,1215.76,1291.78,61407.79
288,1157.53,1747.79,10099.07,10736.86,195.99,3460.38,1595.64,678.19,5201.28,11072.87,3843.09,1248.65,834.06,2342.25,1099.53,1174.27,56487.45
289,1081.61,1598.2,9849.1,10390.85,186.25,3280.65,1496.81,624.1,4952.14,10528.09,3666.04,1164.79,803.71,2219.88,1040.83,1115.4,53998.45
290,1051.56,1540.23,9690.43,10196.31,181.76,3196.74,1451.72,603.95,4838.78,10278.9,3582.63,1130.95,788.23,2167.62,1016.2,1089.93,52805.94
291,1049.91,1541.58,9679.87,10190.53,181.7,3198.74,1455.09,603.01,4833.8,10272.73,3580.51,1130.22,787.21,2163.77,1014.16,1087.93,52770.76
292,1101.77,1642.1,10074.91,10647.38,190.85,3374.14,1548.94,635.23,5060.66,10777.1,3753.2,1190.85,820.95,2261.09,1059.06,1135.99,55274.22
293,1191.98,1792.56,10724.91,11369.14,205.21,3632.3,1674.96,691.33,5436.37,11584.88,4029.49,1289.45,877.82,2432.7,1139.89,1221.14,59294.13
294,1415.28,2187.74,11697.14,12556.24,234.54,4149.72,1936.04,844.23,6212.45,13244.06,4577.79,1528.59,981.36,2815.36,1323.83,1407.6,67111.97
295,1655.89,2674.36,12626.54,13808.06,267.58,4772.73,2283.65,1013.16,7041.67,15078.05,5179.32,1799.81,1085.28,3209.09,1510.88,1597.33,75603.4
296,1744.44,3055.64,12269.64,13874.7,281.05,5145.02,2593.54,1095.49,7245.46,15721.91,5364.44,1939.41,1080.41,3273.64,1536.25,1619.49,77840.53
297,1739.94,3180.94,11847.65,13648.88,281.99,5243.08,2715.56,1104.54,7177.88,15703.33,5343.21,1961.78,1053.25,3216.55,1505.12,1586.34,77310.04
298,1728.62,3167.74,11872.83,13672.98,281.66,5245.92,2721.03,1095.37,7160.14,15677.22,5337.25,1952.69,1052.21,3200.24,1496.29,1578.59,77240.78
299,1744.5,3215.25,11873.93,13718.72,283.87,5296.28,2757,1108.2,7205.36,15791.66,5372.53,1973.48,1055.37,3219.63,1505.15,1587.23,77708.16
300,1743.22,3163.34,11816.83,13586.71,280.83,5203.13,2682.3,1107.09,7168.81,15655.12,5325.75,1958.59,1052.48,3223.96,1510.3,1590.29,77068.75
301,1705.7,2984.49,12035.92,13600.22,275.1,5035.2,2536.49,1070.28,7093.22,15389.84,5252.33,1896.17,1058.71,3203.9,1503.41,1585.24,76226.22
302,1633.6,2832.48,11838.13,13296.2,265.84,4858.71,2434.29,1017.83,6863.03,14877.02,5087.18,1814.7,1032.33,3091.95,1449.91,1531.87,73925.07
303,1625.95,2870.83,11767.31,13295.36,266.79,4912.6,2490.09,1014.74,6846.68,14897.91,5092.45,1819.12,1025.91,3066.68,1435.33,1518.1,73945.85
304,1642.37,2929.13,11766.28,13353.95,269.46,4978.28,2539.2,1028.32,6896.27,15032.52,5134.22,1842.93,1028.96,3084.9,1443.15,1525.88,74495.82
305,1753.13,3115.06,12250.05,13929.36,283.56,5219.7,2655.46,1103.89,7277.84,15836.99,5400.19,1958.97,1080.53,3276.71,1535.86,1619.58,78296.88
306,1785.51,3085,12098.96,13680.96,280.46,5086.44,2538.83,1129.82,7282.3,15732.44,5355.45,1966.42,1079.72,3331.56,1569.33,1647.02,77650.22
307,1738.2,2873.8,11811.98,13159.13,267.46,4758.08,2302.23,1095.64,7048.5,15085.39,5139.27,1881.81,1054.72,3270.04,1547.18,1619.8,74653.23
308,1601.42,2597.52,11204.07,12368.84,247.78,4384.74,2094.88,1001.33,6556.86,13995.59,4778.78,1726.38,991.01,3041.47,1439.23,1509.22,69539.12
309,1489.55,2372.75,10964.12,11980.14,234.69,4144.76,1959.78,918.78,6221.03,13261.88,4545.34,1603.93,953.84,2869.61,1355.92,1427.36,66303.48
310,1401.52,2196.98,10833.91,11734.1,225.1,3972.1,1862.4,852.65,5972.12,12721.91,4376.15,1508.85,927.95,2737.6,1291.41,1364.82,63979.57
311,1260.57,1956.39,10246,11023.67,207.29,3665.71,1712.82,755.79,5492.28,11707.28,4041.71,1360.59,863.99,2495.88,1174.52,1246.95,59211.44
312,1114.88,1694.96,9625.4,10257.55,188.15,3325.93,1539.47,655.62,4988,10626.04,3684.9,1203.83,797.26,2247.68,1055.27,1126.16,54131.1
313,1029.38,1533.55,9269.19,9803.92,176.64,3116.06,1428.01,596.5,4691.14,9980.95,3472.32,1109.97,758.68,2104.04,986.61,1056.5,51113.46
314,989.75,1463.75,9004.58,9502.28,170.4,3002.05,1370.37,571.31,4530.05,9631.6,3353.58,1066.08,734.96,2030.59,952.09,1020.28,49393.72
315,999.45,1479.19,9120.1,9624.12,172.43,3039.86,1388.71,576.37,4581.83,9744.62,3393.57,1077.28,743.76,2051.99,961.84,1031.09,49986.21
316,1041.54,1567.52,9406.5,9971.03,179.77,3184.41,1469.65,603.37,4759.77,10146.44,3529.96,1127.64,769.07,2127.61,996.57,1068.1,51948.95
317,1142.02,1730.71,10170.49,10808.07,196.02,3474.93,1609.2,664.92,5186.8,11061.69,3844.33,1237.04,834.78,2321.97,1088.07,1164.83,56535.87
318,1391.1,2157.87,11428.3,12284.2,230.09,4073.47,1904.19,831.48,6091.6,12990.55,4488.09,1503.22,960.5,2761.74,1298.74,1380.32,65775.46
319,1640.11,2654.88,12450.55,13630.02,264.67,4722.9,2262.84,1004.86,6962.68,14912.33,5120.68,1783.28,1071.65,3174.02,1494.48,1579.51,74729.46
320,1745.33,3056.84,12278.53,13883.9,281.21,5147.71,2594.68,1096,7249.76,15730.79,5367.56,1940.37,1081.1,3275.6,1537.17,1620.47,77887.02
321,1737.07,3177.45,11814.64,13615.61,281.45,5233.87,2711.72,1103.02,7163.26,15672.58,5332.27,1958.78,1050.7,3210.1,1502.1,1583.05,77147.67
322,1755.03,3200.47,12164.8,13968.58,286.51,5328.95,2755.74,1109.4,7291.89,15953.3,5434.92,1980.42,1074.9,3258.7,1523.67,1608.33,78695.61
323,1768.55,3245.18,12140.16,13988.28,288.29,5371.97,2788.66,1120.97,7325.46,16043.53,5461.62,1998.79,1076.09,3272.98,1530.13,1614.33,79034.99
324,1753.56,3176.22,11930.39,13701.83,282.72,5235.51,2695.85,1112.58,7220.24,15762.86,5363.88,1969.45,1061.3,3246.78,1521,1601.92,77636.09
